"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","HEALTHEXP","TOT","USD_CAP","A","2018",5315.194,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2019",5352.871,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2020",5406.979,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2010",4155.529,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2011",4228.962,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2012",4336.249,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2013",4428.753,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2014",4536.81,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2015",4635.285,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2016",5044.275,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2017",5150.47,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2018",5308.356,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2019",5189.721,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2020",5828.324,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2021",5904.939,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2010",2001.958,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2011",2041.899,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2012",2090.485,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2013",2448.529,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2014",2564.609,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2015",2544.865,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2016",2670.969,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2017",2969.542,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2018",3128.523,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2019",3272.224,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2020",3805.143,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2010",4272.376,"B"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2011",4274.142,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2012",4433.363,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2013",4525.669,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2014",4597.459,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2015",4726.752,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2016",4900.939,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2017",5112.959,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2018",5306.704,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2019",5359.776,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2020",5693.651,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2021",6384.169,"P"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2010",3427.329,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2011",3598.302,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2012",3786.188,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2013",3933.236,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2014",3955.755,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2015",3992.493,"B"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2016",4103.554,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2017",4215.309,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2018",4330.443,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2019",4383.634,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2020",4604.622,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2010",4045.065,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2011",4161.698,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2012",4299.434,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2013",4544.964,"B"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2014",4626.679,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2015",4667.156,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2016",4928.128,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2017",5005.756,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2018",5099.306,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2019",5167.839,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2020",5468.418,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2021",6114.944,"P"
"DEU","HEALTHEXP","TOT","USD_CAP","A","2010",4423.07,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2011",4566.678,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2012",4745.546,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2013",4951.677,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2014",5151.709,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2015",5295.975,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2016",5669.064,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2017",5970.163,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2018",6281.84,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2019",6407.928,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2020",6938.983,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2021",7382.634,"P"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2010",2606.608,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2011",2289.591,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2012",2145.538,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2013",2087.856,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2014",2011.097,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2015",2122.934,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2016",2258.26,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2017",2250.844,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2018",2314.696,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2019",2349.574,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2020",2486.091,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2010",1666.211,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2011",1755.527,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2012",1766.535,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2013",1821.58,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2014",1863.754,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2015",1891.248,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2016",1999.683,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2017",1997.273,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2018",2105.71,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2019",2094.079,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2020",2401.999,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2010",3264.284,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2011",3312.455,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2012",3399.002,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2013",3498.071,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2014",3599.617,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2015",3733.352,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2016",3932.095,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2017",4111.255,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2018",4235.661,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2019",4318.269,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2020",4620.158,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2021",5096.439,"P"
"IRL","HEALTHEXP","TOT","USD_CAP","A","2010",4050.987,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2011",4197.569,"B"
"IRL","HEALTHEXP","TOT","USD_CAP","A","2012",4358.936,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2013",4299.899,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2014",4196.666,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2015",4295.464,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2016",4536.748,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2017",4683.366,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2018",4870.689,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2019",4947.222,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2020",5372.814,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2021",5836.342,"P"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2010",3104.465,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2011",3098.256,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2012",3071.61,"B"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2013",3042.931,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2014",3036.86,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2015",3088.931,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2016",3274.024,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2017",3376.084,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2018",3495.868,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2019",3565.301,"B"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2020",3747.172,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2021",4037.787,"P"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2010",3169.19,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2011",3740.756,"B"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2012",3970.765,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2013",4308.252,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2014",4328.364,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2015",4515.556,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2016",4295.858,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2017",4412.852,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2018",4554.276,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2019",4610.794,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2020",4665.641,"P"
"KOR","HEALTHEXP","TOT","USD_CAP","A","2010",1878.132,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2011",1966.703,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2012",2071.546,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2013",2129.162,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2014",2233.19,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2015",2491.691,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2016",2664.734,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2017",2802.355,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2018",3078.831,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2019",3277.225,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2020",3582.313,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2021",3913.738,"P"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2010",5625.097,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2011",4830.517,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2012",4424.503,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2013",4636.665,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2014",4707.036,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2015",4692.311,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2016",4864.271,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2017",4989.031,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2018",5292.055,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2019",5379.664,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2020",5628.497,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2010",893.79,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2011",912.027,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2012",973.451,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2013",1002.571,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2014",989.558,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2015",1062.591,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2016",1102.809,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2017",1099.647,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2018",1122.178,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2019",1117.235,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2020",1226.736,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2010",4474.53,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2011",4567.378,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2012",4782.333,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2013",4923.912,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2014",4934.568,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2015",4927.104,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2016",5095.836,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2017",5253.774,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2018",5482.27,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2019",5643.59,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2020",6180.011,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2021",6752.808,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2010",3042.696,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2011",3132.309,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2012",3240.034,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2013",3388.248,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2014",3490.835,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2015",3500.719,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2016",3732.589,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2017",3842.325,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2018",3913.078,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2019",4249.593,"E"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2020",4469.383,"E"
"NOR","HEALTHEXP","TOT","USD_CAP","A","2010",4777.14,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2011",4965.184,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2012",5209.577,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2013",5485.874,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2014",5707.377,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2015",5726.877,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2016",5904.222,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2017",6234.379,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2018",6495.078,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2019",6476.378,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2020",6581.629,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2021",7064.761,"P"
"POL","HEALTHEXP","TOT","USD_CAP","A","2010",1423.409,"B"
"POL","HEALTHEXP","TOT","USD_CAP","A","2011",1496.615,
"POL","HEALTHEXP","TOT","USD_CAP","A","2012",1578.599,
"POL","HEALTHEXP","TOT","USD_CAP","A","2013",1670.783,
"POL","HEALTHEXP","TOT","USD_CAP","A","2014",1687.056,
"POL","HEALTHEXP","TOT","USD_CAP","A","2015",1818.883,
"POL","HEALTHEXP","TOT","USD_CAP","A","2016",1959.094,
"POL","HEALTHEXP","TOT","USD_CAP","A","2017",2062.735,
"POL","HEALTHEXP","TOT","USD_CAP","A","2018",2106.662,
"POL","HEALTHEXP","TOT","USD_CAP","A","2019",2232.347,
"POL","HEALTHEXP","TOT","USD_CAP","A","2020",2286.111,
"POL","HEALTHEXP","TOT","USD_CAP","A","2021",2567.724,"P"
"PRT","HEALTHEXP","TOT","USD_CAP","A","2010",2580.158,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2011",2457.491,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2012",2420.856,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2013",2504.162,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2014",2537.592,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2015",2635.561,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2016",2815.177,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2017",2906.395,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2018",3134.128,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2019",3223.676,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2020",3348.203,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2021",3816.374,"P"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2010",2011.258,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2011",1974.761,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2012",2097.401,"B"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2013",2153.698,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2014",2010.11,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2015",2059.132,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2016",2039.611,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2017",1974.466,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2018",2008.975,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2019",2115.452,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2020",2125.666,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2010",2737.508,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2011",2733.946,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2012",2728.146,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2013",2764.132,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2014",2857.713,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2015",3019.562,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2016",3148.684,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2017",3317.935,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2018",3427.341,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2019",3522.767,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2020",3718.054,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2010",3431.157,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2011",4459.517,"B"
"SWE","HEALTHEXP","TOT","USD_CAP","A","2012",4679.65,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2013",4731.983,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2014",4865.516,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2015",5004.13,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2016",5127.577,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2017",5219.411,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2018",5419.273,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2019",5387.733,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2020",5757.291,"P"
"SWE","HEALTHEXP","TOT","USD_CAP","A","2021",6262.31,"P"
"CHE","HEALTHEXP","TOT","USD_CAP","A","2010",5089.213,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2011",5259.579,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2012",5565.318,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2013",5923.914,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2014",6158.683,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2015",6465.888,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2016",6808.029,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2017",6866.474,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2018",6930.7,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2019",6942.41,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2020",7178.56,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2010",843.633,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2011",888.309,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2012",894.741,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2013",947.74,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2014",1006.772,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2015",1040.108,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2016",1128.754,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2017",1175.655,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2018",1205.305,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2019",1231.634,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2020",1304.709,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2010",3441.71,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2011",3495.652,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2012",3614.131,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2013",3667.636,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2014",3758.935,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2015",3805.82,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2016",3960.141,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2017",4059.125,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2018",4189.708,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2019",4385.463,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2020",5018.7,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2021",5387.23,"P"
"USA","HEALTHEXP","TOT","USD_CAP","A","2010",7879.253,
"USA","HEALTHEXP","TOT","USD_CAP","A","2011",8079.467,
"USA","HEALTHEXP","TOT","USD_CAP","A","2012",8346.064,
"USA","HEALTHEXP","TOT","USD_CAP","A","2013",8519.62,
"USA","HEALTHEXP","TOT","USD_CAP","A","2014",8925.879,
"USA","HEALTHEXP","TOT","USD_CAP","A","2015",9355.118,
"USA","HEALTHEXP","TOT","USD_CAP","A","2016",9717.649,
"USA","HEALTHEXP","TOT","USD_CAP","A","2017",10046.472,
"USA","HEALTHEXP","TOT","USD_CAP","A","2018",10451.386,
"USA","HEALTHEXP","TOT","USD_CAP","A","2019",10855.517,
"USA","HEALTHEXP","TOT","USD_CAP","A","2020",11859.179,
"USA","HEALTHEXP","TOT","USD_CAP","A","2021",12318.099,"E"
"CHL","HEALTHEXP","TOT","USD_CAP","A","2010",1254.254,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2011",1355.452,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2012",1485.284,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2013",1658.112,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2014",1754.988,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2015",1833.552,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2016",1941.256,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2017",2119.552,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2018",2281.148,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2019",2296.988,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2020",2412.752,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2021",2607.977,"P"
"EST","HEALTHEXP","TOT","USD_CAP","A","2010",1363.499,
"EST","HEALTHEXP","TOT","USD_CAP","A","2011",1403.665,
"EST","HEALTHEXP","TOT","USD_CAP","A","2012",1515.084,
"EST","HEALTHEXP","TOT","USD_CAP","A","2013",1636.092,
"EST","HEALTHEXP","TOT","USD_CAP","A","2014",1821.238,
"EST","HEALTHEXP","TOT","USD_CAP","A","2015",1940.411,
"EST","HEALTHEXP","TOT","USD_CAP","A","2016",2096.544,
"EST","HEALTHEXP","TOT","USD_CAP","A","2017",2201.474,
"EST","HEALTHEXP","TOT","USD_CAP","A","2018",2364.073,
"EST","HEALTHEXP","TOT","USD_CAP","A","2019",2452.289,
"EST","HEALTHEXP","TOT","USD_CAP","A","2020",2729.229,
"EST","HEALTHEXP","TOT","USD_CAP","A","2021",2989.125,"P"
"ISR","HEALTHEXP","TOT","USD_CAP","A","2010",1970.907,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2011",2081.778,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2012",2223.345,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2013",2238.455,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2014",2237.584,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2015",2310.019,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2016",2524.083,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2017",2626.181,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2018",2748.975,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2019",2790.798,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2020",3057.408,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2010",2319.451,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2011",2376.637,
